"product_name","new_cat","new_subcat","cat","subcat"
"Dass Delta Plus Black Open Face Helmets (Size-L)","Automotive","Bike Accessories","Automotive",
"3D Car Foot Mats - Ford Figo - black (Set Of 5)","Automotive","Car Accessories","Automotive",
"Senior Cup Type Mud Flap For  Ford Figo","Automotive","Car Accessories","Automotive",
"RMCO Seat Cover Passion Pro Rexine","Automotive","Bike Accessories","Automotive",
"Auto Pearl Bike Body Cover For Suzuki Gixxer","Automotive","Bike Accessories","Automotive",
"Speedwav Car Roof Led Light Square White-Maruti 800","Automotive","Car Accessories","Automotive",
"RMCO Seat Cover Activa Rexine","Automotive","Bike Accessories","Automotive",
"Pops A Dent And Ding Repair Kit","Automotive","Car Accessories","Automotive",
"Speedwav Tyre Led With Motion Sensor Set Of 2   20999","Automotive","Car Accessories","Automotive",
"Gel based Air Perfume","Automotive","Car Accessories","Automotive",
"My Tone Grace Car Air Freshener Perfume","Automotive","Car Accessories","Automotive",
"Speedwav Side Window 10 meter Chrome Beading Roll-Honda Civic","Automotive","Car Accessories","Automotive",
"AutoSun 12V Electronic Car And Bike Tyre Inflater Pump","Automotive","null","Automotive",
"Autosun Car Mobile Holder With 360 Degree Rotating( Black )","Automotive","Car Accessories","Automotive",
"AutoSun Bike Body Cover With Mirror Pockets (Black) For Kawasaki Z250","Automotive","Bike Accessories","Automotive",
"Laurels Original Lo-Polo-801 Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Vheelocityin High Quality Bike Seat Cover for Honda CB Unicorn","Automotive","Bike Accessories","Automotive",
"Modx Diamond High Quality Heavy Fabric Car Body Cover for Maruti Suzuki Alto-K10","Automotive","Car Accessories","Automotive",
"RMCO Rear Carrier Bullet Chrome Plated","Automotive","Bike Accessories","Automotive",
"Bosch Car FC4 Horn 191 (Set Of 2) - Skoda Superb","Automotive","Car Accessories","Automotive",
"Laurels Original Veteran Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"RMCO Side Handle 2 In1 Pvc Coated For Passion","Automotive","Bike Accessories","Automotive",
"Vheelocityin 87188 Two Wheeler Cover","Automotive","null","Automotive",
"Laurels Original Lo-Magnum-102  Men's Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Tufkote 6146 A/C Cleaning Foam, Vehicle Interior Cleaner","Automotive","Bike Accessories","Automotive",
"Bike & Car Blind Spot Convex Rear View Mirror Chrome Corners","Automotive","null","Automotive",
"FASHION Car Perfume free shipping","Automotive","Car Accessories","Automotive",
"Eagle Megnet Curtain / Sunshades Honda City IDTEC. (New Model) (Set of 4)","Automotive","Car Accessories","Automotive",
"Flashing Flash Wheel Lights For All Cars / Bikes","Automotive","null","Automotive",
"Two Way Squeegee Spray Car/Window/Glass Cleaner","Automotive","Car Accessories","Automotive",
"Tyre pressure gauge keychain with torch J48","Uncategorized","null","Automotive",
"Car Perfumes (Napolean Concept My Tone)","Automotive","Car Accessories","Automotive",
"Car Areon Gel Air Freshener Orange","Automotive","Car Accessories","Automotive",
"Hero Passion XPro Superior Quality Waterproof bike body cover with carry bag","Automotive","Bike Accessories","Automotive",
"Anti Slip Mat For Car-Office+ Warranty","Automotive","Car Accessories","Automotive",
"Digitru - Dashboard Anti Slip Mat - Black Colour","Automotive","Car Accessories","Automotive",
"Vheelocityin High Quality Black Ribbed Steering Cover Hyundai Elite I20","Automotive","Car Accessories","Automotive",
"Branded Double Clamp Mobile Holder","Automotive","Car Accessories","Automotive",
"Auto Pearl Shock Proof Black And Grey Car Windshield Mobile Mount","Automotive","Car Accessories","Automotive",
"Combo Of 3M Stylish Bike Riding Goggles+Riding Gloves+ Anti Dustface Mask","Watches, Eyewear and Jewellery","Jewellery","Automotive",
"Universal Car Mobile Holder","Automotive","Car Accessories","Automotive",
"Knighthood 1 Pair Of Hand Grip Gloves For Bike Motorcycle Scooter Riding    20694","Automotive","Bike Accessories","Automotive",
"Tufkote Orange 35x35 cms Wet and Dry Microfibre Vehicle Washing Cloth","Automotive","Car Accessories","Automotive",
"Modx Gold - Heavy Duty Double Stiching Car Body Cover For Maruti Suzuki-800 (Maruti Car)","Automotive","Car Accessories","Automotive",
"Modx Gold - Heavy Duty Double Stiching Car Body Cover For Hyundai I-20 Elite","Automotive","Car Accessories","Automotive",
"Moto Lube Car Wash Shampoo 300Ml","Automotive","Car Accessories","Automotive",
"AutoSun - Car Wooden Bead Seat Cushion with Black Velvet Border","Automotive","Car Accessories","Automotive",
"Vheelocityin Designer Car Seat Neck Cushion Pillow - Black and Red Colour","Automotive","Car Accessories","Automotive",
"Autowizard Hero Motocorp Impulse Bike Cover","Automotive","Bike Accessories","Automotive",
"Mini Car Air Compressor","Automotive","Car Accessories","Automotive",
"Car Air Compressor","Automotive","Car Accessories","Automotive",
"My Tone Grace Car Air Freshener Perfume blue/black/red","Automotive","Car Accessories","Automotive",
"Cm Treder Dashboard Anti Slip Mat - Black","Automotive","Car Accessories","Automotive",
"Cm Treder Dashboard Anti Slip Mat - Black | Cm Treder Dashboard Anti Slip Mat - Black","Automotive","Car Accessories","Automotive",
"Gm - Universal Premium Soft Wiper Blades For Maruti Wagon-R - 18 Inch & 16 Inch","Automotive","Automobiles","Automotive",
"300 Psi Air Compressor + Tyre Guage + Puncture Kit","Automotive","Automobiles","Automotive",
"Ambi Pur Air Freshener Perfume","Beauty Products and Personal Care","Deodrants and Fragrances","Automotive",
"Speedwav Car Air Purifier / Ioniser / Oxygen Bar","Automotive","Car Accessories","Automotive",
"RMCO Rear Legguard Bullet Special Chrome Plated","Automotive","Bike Accessories","Automotive",
"Tubeless Tyre Puncture Repair Kit","Automotive","Car Accessories","Automotive",
"Ambipur Car Air Freshner Refill -7 ML","Automotive","Car Accessories","Automotive",
"Dass Delta Open Face Helmet For Women (Size-M)","Automotive","Bike Accessories","Automotive",
"Little Trees Car (Pack of 2) Lively Lemon Hang Tag Air Freshener","Automotive","Car Accessories","Automotive",
"Honda City Car Body Cover (Grey Matty Quality)","Automotive","Car Accessories","Automotive",
"Vt Baby Rattle Set 3 Pcs","Toys and Games","null","Baby Care",
"Mamy Poko Extra Absorb Pant Style Diaper Extra Large - 46 Pieces","Baby Care","null","Baby Care",
"Himalaya Baby Diapers Medium 28 s","Baby Care","null","Baby Care",
"Mee Mee Baby Carrier Baby Carrier","Baby Care","null","Baby Care",
"Johnson's Baby Milk Lotion","Baby Care","null","Baby Care",
"Friends Disposable Pull Ups Adult Diapers - 10 Pcs (Medium) | Friends Disposable Pull Ups Adult Diapers - 10 Pcs (Medium) | Friends Disposable Pull Ups Adult Diapers - 10 Pcs (Medium)","Health and Wellness","null","Baby Care",
"Carter's Bather Baby Bath Seat","Baby Care","null","Baby Care",
"Himalaya Baby Powder","Baby Care","null","Baby Care",
"MeeMee Baby Wet Wipes Pack of 5","Baby Care","null","Baby Care",
"Mee Mee Baby Laundry Detergent","Baby Care","null","Baby Care",
"Devils Baby Gift Set","Gifts","null","Baby Care",
"Intex Rectangular Pool 10Ft","Beauty Products and Personal Care","Bath","Baby Care",
"Huggies Wonder-pants - Large","Baby Care","null","Baby Care",
"Huggies Total Protection Diaper - Extra Large","Baby Care","null","Baby Care",
"Huggies Wonder-pants - Extra Large","Baby Care","null","Baby Care",
"Himalaya Babycare Gift Series","Gifts","null","Baby Care",
"Bestway Baby Tub","Baby Care","null","Baby Care",
"Mamy Poko Pants Diaper - Extra Large","Baby Care","null","Baby Care",
"Mamy Poko Pants Diaper - Medium","Baby Care","null","Baby Care",
"Huggies Dry Diaper - Large","Baby Care","null","Baby Care",
"MeeMee Baby Wet Wipes Pack of 3","Baby Care","null","Baby Care",
"Pampers Pants Diaper XL Size (Extra Large) 32 Pads","Baby Care","null","Baby Care",
"Chumma Panties (Pack Of 10) EXTRA LARGE","Apparel and Accessories","Women's Clothing","Baby Care",
"Huggies Dry Diaper - Medium","Baby Care","null","Baby Care",
"Love Baby Baby Teether Pk of 3","Baby Care","null","Baby Care",
"Love Baby Auto Flow Water Filled Toy Teether - Strawberry","Toys and Games","null","Baby Care",
"Mee Mee Deluxe Nail Clipper with Magnifier Green","Beauty Products and Personal Care","Shaving and Grooming","Baby Care",
"Mee Mee Baby Wet Wipes","Baby Care","null","Baby Care",
"Laurels Original Lo-Feb-101 Pink Round Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Pago Bear A Hug Of Warmth New Born Baby Suits (Size- 12 Months)","Baby Care","null","Baby Care",
"Mee Mee Baby Woolen Cap Embroidered Skull Cap","Baby Care","null","Baby Care",
"Mee Mee Baby Boy's B Sty 4 Briefspk 3 Brief","Apparel and Accessories","Kids' Clothing","Baby Care",
"Ilangai Tamilar Varalaru","Books, Software and E-learning","Books","Books",
"Makkalodu Naan","Books, Software and E-learning","Books","Books",
"The Complete Sherlock Holmes #2 Boxed Set (English)","Books, Software and E-learning","Books","Books",
"Pmr: Like It Happened Yesterday","Books, Software and E-learning","Books","Books",
"Half Girlfriend - Chetan Bhagat","Books, Software and E-learning","Books","Books",
"Half Girlfriend","Books, Software and E-learning","Books","Books",
"Hum Sab Fake Hain | Hum Sab Fake Hain","Books, Software and E-learning","Books","Books",
"Jeet Aapki: Kaamyabi Ki Aur Le Jane Vali Seedi (Hindi)","Books, Software and E-learning","Books","Books",
"Vayuputrom Ki Shapath : Shiva Rachna Traya 3 (Hindi)","Books, Software and E-learning","Books","Books",
"Devi-Devtao Ke Rahatsya","Books, Software and E-learning","Books","Books",
"Aadhunik Hindi Sahitya Ka Itihas (Hindi)","Books, Software and E-learning","Books","Books",
"David & Goliath : Underdogs- Misfits and the Art of Battling Giants","Books, Software and E-learning","Books","Books",
"Sarvottam Jeevan Ka Nirman Karen","Books, Software and E-learning","Books","Books",
"Laurels Original Lo-Polo-102 Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Vayuputrom Ki Shapath : Shiva Rachna Traya 3","Books, Software and E-learning","Books","Books",
"Garbh Sanskar","Books, Software and E-learning","Books","Books",
"Colours Sufi... Ke Anek Rang","Electronics and Appliances","Audio and Video Accessories","Books",
"Sonata Blue Round Digital Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Paytm package","Unclear","null","Delhivery_Others",
"Shopclues Surface package","Electronics and Appliances","Speakers","Delhivery_Others",
"Tynor Cervical Pillow Regular - Universal","Health and Wellness","null","Delhivery_Others",
"Casio CTK-1200","Musical Instruments","null","Watches, Eyewear and Jewellery","Watches"
"Fossil ES3560  Women's Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Oleva Set Of 2 Leather Analog Wristwatches","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Mirraw package","Uncategorized","null","Delhivery_Others",
"jetairways package","Unclear","null","Delhivery_Others",
"Laurels LL-Ast-102  Men's Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Stylish Polo Club  Watch   NJPC Blue Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Casio Chronogrph Watch Edifice EF 539D 1A2V","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"reebok combo of stylish watches for men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Maverick Elegant Analog Black Sports Watch - Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"LED WATCH + LEATHER BELT + WAYFARER SUNGLASSES","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Laurels Original Aspire 2 Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Laurels Original Veteran 3 Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Laurels Original Polo Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Laurels Original Gatsby 2 Series Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"D'Nature Fresh Roasted And Salted Pistachios (180 Gm) | D'Nature Fresh Roasted And Salted Cashewnuts (180 Gm)","Grocery and Gourmet Food","null","Grocery and Gourmet Food",
"KLF Nirmal Nirmal Virgin Coconut Oil","Baby Care","null","Grocery and Gourmet Food",
"Oleva Ladies Leather Watch And Pearl Watch Set Of 4 Combo","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Fastrack Red Contemporary Analog Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"D'Nature Fresh Roasted And Salted Almonds (180 gm) | D'Nature Fresh Roasted And Salted Almonds (180 gm) | D'Nature Fresh Roasted And Salted Almonds (180 gm)","Grocery and Gourmet Food","Frozen Food Items","Grocery and Gourmet Food",
"D'Nature Fresh Roasted Masala Cashew-Tandoori (180 Gm) | D'Nature Fresh Roasted Masala Cashew-Tandoori (180 Gm)","Grocery and Gourmet Food","null","Grocery and Gourmet Food",
"D'Nature Fresh Roasted Masala Cashew Tandoori (250 Gm) | D'Nature Fresh Roasted Masala Cashew Tandoori (250 Gm)","Grocery and Gourmet Food","null","Grocery and Gourmet Food",
"Samsung Laptop Bag/backpack","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"3G 18 inch  duffle bag - 4 color options","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Attractive Round Shape Foldable Laundry Bag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Indiashopers 15.6 Inch Expandable Sleeve Case (Black)","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Wildcraft Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Lavie Chic 4 Backpack Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Oleva Ladies Silk And Jute Clutch Bag With Crystals","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"HP Black Laptop Backpack","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Speedwav Bike Leatherette Back Seat Carry Saddle Bag   74212","Automotive","Bike Accessories","Handbags, Bags and Luggage",
"Adidas Originals Women Black Duffle Bag:Duffle Bag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Indha Craft Hand-Held Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Notex Business 2015 A4 Planner/Organizer","Stationery and Office Products","Stationery","Handbags, Bags and Luggage",
"Ego Morpheus 35 L Large Laptop Backpack","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"SkyWays Red Trendy Handbag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Mast & Harbour Tan Brown Shoulder Bag:Handbags","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Mount Track 9105 Hiking Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Lavie Beige Handbag:Handbags","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"American Tourister Urbane 01 Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Lavie Chic 3 Backpack Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Butterflies Hand-Held Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"The Monk Who Sold His Ferrari","Books, Software and E-learning","Books","Handbags, Bags and Luggage",
"OTLS Shoulder Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Cambio S-065-2L 2 L Hand Held Sprayer","Tools and Hardware","Other Tools","Handbags, Bags and Luggage",
"Protrude RCOV001 Rain Cover for Laptop Bag","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Ego Bane 23 L Medium Laptop Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"OTLS Gymbo Small Travel Bag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Quechua Ultralight 15 L Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"SkyWays Black Trendy Handbag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Dell Sports 15.6 inch Laptop Backpack (Red & Green)","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Veneer Black BackPack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Lengloy Hand-Held Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Lavie Uno 3 Backpack Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Essart Protection Watch Box","Watches, Eyewear and Jewellery","null","Watches, Eyewear and Jewellery","Watches"
"Multipurpose Travel Pouch 3 Pockets","Apparel and Accessories","Men's Accessories","Handbags, Bags and Luggage",
"Acer Backpack (Black)","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Dell New Entry Backpack For 15.6 inch Laptop (Black) | Dell New Entry Backpack For 15.6 inch Laptop (Black)","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Lino Perros Mens Multi Socks","Shoes and Footwear","null","Handbags, Bags and Luggage",
"Sonata 8919YL04 Yuva Gold Analog Watch  - For Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"S Shock Sports M101 Mtg Analog-Digital Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Lino Perros Yellow Sling Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"S Shock SShock202 Black Sports Analog-Digital Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"New Jersey Polo Club Analog Brown Leather Watch - Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Laurels Easy black Wallet (Easy-01)","Handbags, Bags and Luggage","Wallets","Handbags, Bags and Luggage",
"HP Pavilion WB386PA Laptop Backpack (Black)","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Adaira Black Handbag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Skybags Red Polyester Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"IGB Pink And Green Pinku Tortoise Bag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"New Complete Rain Suit With Carry Bag","Apparel and Accessories","null","Handbags, Bags and Luggage",
"Complete Rain Suit With Data Secure Aluminium Wallet","Apparel and Accessories","Men's Clothing","Handbags, Bags and Luggage",
"Complete Rain Suit With Carry Bag  Set Of 3","Apparel and Accessories","null","Handbags, Bags and Luggage",
"Reversible Rain Suit With Data Secure Wallet","Apparel and Accessories","null","Handbags, Bags and Luggage",
"Adjustable Strap Spaghetti Top From Boosah Adj_1","Apparel and Accessories","Women's Clothing","Watches, Eyewear and Jewellery","Watches"
"IMPORTED CASIO EDIFICE EF 539 WATCH-COPPER","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"DigiFlip Elite LB002 Laptop Bag For 15.6 inch Laptop","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"The Monk Who Sold His Ferrari - Robin Sharma","Books, Software and E-learning","Books","Handbags, Bags and Luggage",
"Thrustmaster Ferrari 458 Italia X-box Racing Wheel","Toys and Games","null","Handbags, Bags and Luggage",
"Estrella Companero Purple Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Gene Gym Bag   MN 0117 Blk","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"D D School Bag Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Elligator School Bag   Elg schoolbag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Original Hp Laptop Bag","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Bleu Navy Blue and Black Rucksack Backpack","Sports and Outdoors","null","Handbags, Bags and Luggage",
"Top Gear Inspire 8 L Small Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Toteteca Bag Works Shoulder Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Mboss M400056 Rain Cover For Laptop Bag","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Kanvas Katha Laptop Backpack","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Rain Breaker Reversible Rain Suit Free With Data Secure Aluminium Wallet","Apparel and Accessories","Men's Accessories","Handbags, Bags and Luggage",
"Skyways Cream Faux Leather Sling Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Veneer Red Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Samsung Black Laptop Bag","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Top Gear Rain Protection Cover 25 L Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Allen Solly Women Tan Sling Bag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"American Tourister Buzz 12 Laptop Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"F Gear Burner P3 25 L Small Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Kanvas Katha Women Casual Multicolor Canvas, Cotton Sling Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Tommy Hilfiger 1710307 Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Mount Track Hiking Backpack","Sports and Outdoors","Outdoor Gear","Handbags, Bags and Luggage",
"Skybags Grey Polyester Laptop Bag","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"Wildcraft Stasis Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"IGB Yellow Made For Each Other Bear Bag","Toys and Games","null","Handbags, Bags and Luggage",
"Foldable Laundry Bag Basket Mesh Fabric Pocket set of 2","Home and Kitchen","Home Decor and Furnishing","Handbags, Bags and Luggage",
"Laundry Bag","Home and Kitchen","Home Decor and Furnishing","Handbags, Bags and Luggage",
"Titan 1600KM01 Regalia Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Original Hp Laptop Bag 100%","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"IGB Pink And Beige My Friend Bunny Bag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Kiara Hand-Held Bag","Handbags, Bags and Luggage","Handbags and Clutches","Handbags, Bags and Luggage",
"Trust Db Ben 10 Blue And Green School Bag","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Dell Smart Red 15.6 inch Laptop Backpack (Red And Black)","Computers, Laptops and Accessories","Computer Components and Accessories","Handbags, Bags and Luggage",
"bagsRus Shoe Bag - Travel Pouch - Pack of 2","Shoes and Footwear","null","Handbags, Bags and Luggage",
"Harissons Bling 18 L Small Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"United Bags Checks Beaker 35 L Medium Laptop Backpack","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"New Rain Suit With Carry Bag 9063-3","Apparel and Accessories","null","Handbags, Bags and Luggage",
"One Touch Select Glucose Monitor With 10 Strips","Health and Wellness","Diabetic Care","Health and Wellness",
"MANGO Black Cardigan:Sweaters","Apparel and Accessories","Women's Clothing","Health and Wellness",
"ASP Healthcare JJ55 ASP Healthcare Dolphin with Infrared Massager","Health and Wellness","Massage and Pain Relief","Health and Wellness",
"Fastrack NC747PL01 Essentials Analog Watch  - For Men","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Skore Blues Coloured Monthly Combo Condom","Health and Wellness","Sexual Wellness","Health and Wellness",
"Manforce Extra Dotted Chocolate Monthly Combo Condom","Health and Wellness","Sexual Wellness","Health and Wellness",
"Skore Not Out Condom","Health and Wellness","Sexual Wellness","Health and Wellness",
"Accu-Chek Active Test Strips - 100 Glucometer","Health and Wellness","Diabetic Care","Health and Wellness",
"Moods Velvet Condom","Health and Wellness","Sexual Wellness","Health and Wellness",
"Taiyo Grow Fish Food","Uncategorized","null","Health and Wellness",
"Dr Gene Accusure  Strips (50)","Health and Wellness","Diabetic Care","Health and Wellness",
"Pure Passion Washable Condom","Health and Wellness","Sexual Wellness","Health and Wellness",
"Dr Morepen Bg 03 Blood Sugar Glucose Monitor Glucometer  25 Strips And BP Monitor","Health and Wellness","Hospital and Medical Equipment","Health and Wellness",
"Electric Instant Pain Relief Heating Pad","Health and Wellness","Massage and Pain Relief","Health and Wellness",
"Johnson And Johnson One Touch Select (50 Strips)","Health and Wellness","Health Devices","Health and Wellness",
"Muscletech Masstech Performance Series Milk Chocolate Instant Body Weight/Mass Gainer 7 lbs","Health and Wellness","Protein and Health Supplements","Health and Wellness",
"Omron BP Monitor Upper Arm (Hem 7120)","Health and Wellness","Bp and Heart Rate Monitors","Health and Wellness",
"Dymatize Nutrition Elite Gourmet Vanilla 5 Whey Protein lbs","Health and Wellness","Protein and Health Supplements","Health and Wellness",
"Kamasutra Wet N Wild Condoms - 27 Pieces | Manforce Chocolate Dotted Condoms 10's X 10 And Old Spice Shaving Cream 70 Gms Free | Manforce Strawberry Dotted Condoms 10's X 10 And Old Spice Shaving Cream 70 Gms Free","Health and Wellness","Sexual Wellness","Health and Wellness",
"Muscletech 100 % Premium Whey Protein Plus Chocolate 5 lbs","Health and Wellness","Protein and Health Supplements","Health and Wellness",
"Travel Neck Air Cushion Pillow With 1 Eye Mask And 2 Ear Plug","Health and Wellness","Health Devices","Health and Wellness",
"Bayer Contour Ts Blood Glucose Monitor (No Code Meter) With 50 Strips Combo","Health and Wellness","Diabetic Care","Health and Wellness",
"Sugar Free Gold - Twin Pack (500 Tablets) | Sugar Free Gold Concentrated Powder 100 G (Combo Of 3 Packs)","Health and Wellness","Diabetic Care","Health and Wellness",
"Accu Chek Active Test Box - 50 Strips (Expiry May 2016)","Health and Wellness","Diabetic Care","Health and Wellness",
"Kamasutra Ribbed Condoms Monthly Combo 10 X 3 | Kamasutra Ribbed Condoms Monthly Combo 10 X 3","Health and Wellness","Sexual Wellness","Health and Wellness",
"Dr Diaz Flexible Digital Thermometer","Health and Wellness","Health Devices","Health and Wellness",
"Zero Gravity Nature Explorer 7104 75 L","Sports and Outdoors","Sports Gear and Equipments","Health and Wellness",
"Accu-Chek Active 100 Strips - Expiry June 2016","Health and Wellness","Diabetic Care","Health and Wellness",
"Sugar Free Gold - Twin Pack (500 Tablets) | Omron BP Monitor Upper Arm (Hem 7120)","Health and Wellness","Protein and Health Supplements","Health and Wellness",
